seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr10	99258605	99258649	45	*	X0673	80019	99258768	99330960	72193	+	118	upstream	118	UBTD1
chr10	101769548	101769582	35	*	X0676	23268	101635334	101769676	134343	-	0	inside	93	DNMBP
chr10	102046226	102046252	27	*	X0677	282991	102033035	102046469	13435	-	0	inside	216	BLOC1S2
chr10	102106881	102106985	105	*	X0678	6319	102106772	102124588	17817	+	0	inside	108	SCD
chr10	102672488	102672553	66	*	X0679	55719	102672326	102724891	52566	+	0	inside	161	SLF2
chr10	103824921	103825025	105	*	X0680	79803	103825124	103827795	2672	+	98	upstream	98	HPS6
chr10	103911982	103912071	90	*	X0681	9221	103911933	103923627	11695	+	0	inside	48	NOLC1
chr10	104153902	104154006	105	*	X0682	4791	104153867	104162286	8420	+	0	inside	34	NFKB2
chr10	104192252	104192286	35	*	X0685	79004	104183002	104192423	9422	-	0	inside	136	CUEDC2
chr10	104263836	104263872	37	*	X0686	10121	104238986	104262512	23527	-	1323	upstream	1323	ACTR1A
chr10	104263836	104263872	37	*	X0686	51684	104263719	104393214	129496	+	0	inside	116	SUFU
chr10	104503739	104503754	16	*	X0687	54838	104503727	104591851	88125	+	0	inside	11	WBP1L
chr10	105677909	105678014	106	*	X0688	79991	105637318	105678045	40728	-	0	inside	30	STN1
chr10	105991921	105991975	55	*	X0689	80217	105889646	105992120	102475	-	0	inside	144	CFAP43
chr10	112064506	112064625	120	*	X0691	10285	112052798	112064707	11910	-	0	inside	81	SMNDC1
chr10	112631392	112631485	94	*	X0696	27250	112631553	112659764	28212	+	67	upstream	67	PDCD4
chr10	112631392	112631485	94	*	X0696	282997	112628648	112630662	2015	-	729	upstream	729	PDCD4-AS1
chr10	112679318	112679321	4	*	X0697	8036	112679301	112773425	94125	+	0	inside	16	SHOC2
chr10	112679318	112679321	4	*	X0697	92482	112658488	112679124	20637	-	193	upstream	193	BBIP1
chr10	114709676	114709807	132	*	X0698	6934	114710009	114927436	217428	+	201	upstream	201	TCF7L2
chr10	120924942	120925051	110	*	X0702	119559	120900425	120925204	24780	-	0	inside	152	SFXN4
chr10	120925142	120925291	150	*	X0703	119559	120900425	120925204	24780	-	0	overlapStart	0	SFXN4
chr10	120938321	120938455	135	*	X0704	10935	120927215	120938345	11131	-	0	overlapStart	0	PRDX3
chr10	121485324	121485374	51	*	X0705	22876	121485559	121588662	103104	+	184	upstream	184	INPP5F
chr10	121485554	121485623	70	*	X0706	22876	121485559	121588662	103104	+	0	overlapStart	0	INPP5F
chr10	124768533	124768553	21	*	X0711	36	124768429	124817806	49378	+	0	inside	103	ACADSB
chr10	124768533	124768553	21	*	X0711	64376	124750322	124768366	18045	-	166	upstream	166	IKZF5
chr10	131908822	131908941	120	*	X0712	387723	131862162	131909081	46920	-	0	inside	139	C10orf143
chr10	134145357	134145374	18	*	X0713	80313	134145614	134195010	49397	+	239	upstream	239	LRRC27
chr10	135122695	135122873	179	*	X0716	118471	135122894	135166187	43294	+	20	upstream	20	PRAP1
chr10	135122695	135122873	179	*	X0716	118472	135122423	135126666	4244	+	0	inside	271	ZNF511
chr10	135186726	135186818	93	*	X0717	100500911	135185060	135185167	108	-	1558	upstream	1558	MIR3944
chr10	135186726	135186818	93	*	X0717	1892	135175987	135186908	10922	-	0	inside	89	ECHS1
chr10	135207809	135207970	162	*	X0718	92170	135207621	135234174	26554	+	0	inside	187	MTG1
chr17	259647	259712	66	*	X0719	400566	260118	264457	4340	+	405	upstream	405	C17orf97
chr17	655615	655760	146	*	X0720	100131454	655573	658576	3004	+	0	inside	41	DBIL5P
chr17	655615	655760	146	*	X0720	50628	647661	655501	7841	-	113	upstream	113	GEMIN4
chr17	655363	655450	88	*	X0721	100131454	655573	658576	3004	+	122	upstream	122	DBIL5P
chr17	655363	655450	88	*	X0721	50628	647661	655501	7841	-	0	inside	50	GEMIN4
chr17	1359716	1359771	56	*	X0722	1398	1324647	1359561	34915	-	154	upstream	154	CRK
chr17	1531834	1532088	255	*	X0726	124935	1477696	1532130	54435	-	0	inside	41	SLC43A2
chr17	1532404	1532430	27	*	X0727	124935	1477696	1532130	54435	-	273	upstream	273	SLC43A2
chr17	1617946	1618015	70	*	X0730	124997	1619817	1641893	22077	+	1801	upstream	1801	WDR81
chr17	1617946	1618015	70	*	X0730	407004	1617197	1617281	85	-	664	upstream	664	MIR22
chr17	1618136	1618240	105	*	X0731	124997	1619817	1641893	22077	+	1576	upstream	1576	WDR81
chr17	1618136	1618240	105	*	X0731	407004	1617197	1617281	85	-	854	upstream	854	MIR22
chr17	1618466	1618540	75	*	X0732	124997	1619817	1641893	22077	+	1276	upstream	1276	WDR81
chr17	1618466	1618540	75	*	X0732	407004	1617197	1617281	85	-	1184	upstream	1184	MIR22
chr17	1618776	1618845	70	*	X0733	124997	1619817	1641893	22077	+	971	upstream	971	WDR81
chr17	1618776	1618845	70	*	X0733	407004	1617197	1617281	85	-	1494	upstream	1494	MIR22
chr17	1619556	1619586	31	*	X0734	124997	1619817	1641893	22077	+	230	upstream	230	WDR81
chr17	1619556	1619586	31	*	X0734	84981	1614798	1619566	4769	-	0	overlapStart	0	MIR22HG
chr17	1732900	1732906	7	*	X0735	114826	1682829	1733175	50347	-	0	inside	268	SMYD4
chr17	1732900	1732906	7	*	X0735	6117	1733273	1802848	69576	+	366	upstream	366	RPA1
chr17	1945406	1945467	62	*	X0736	124641	1945277	1946725	1449	+	0	inside	128	OVCA2
chr17	1953473	1953609	137	*	X0737	406921	1953202	1953302	101	-	170	upstream	170	MIR132
chr17	1953473	1953609	137	*	X0737	406994	1953565	1953674	110	-	0	overlapEnd	64	MIR212
chr17	2206853	2206942	90	*	X0738	23293	1963133	2207069	243937	-	0	inside	126	SMG6
chr17	2206853	2206942	90	*	X0738	63826	2207248	2228553	21306	+	305	upstream	305	SRR
chr17	2207183	2207317	135	*	X0739	23293	1963133	2207069	243937	-	113	upstream	113	SMG6
chr17	2207183	2207317	135	*	X0739	63826	2207248	2228553	21306	+	0	overlapStart	0	SRR
chr17	2497063	2497158	96	*	X0743	5048	2496923	2588909	91987	+	0	inside	139	PAFAH1B1
chr17	4269802	4270056	255	*	X0745	7326	4172512	4269969	97458	-	0	overlapStart	0	UBE2G1
chr17	4613297	4613371	75	*	X0746	409	4613789	4624795	11007	+	417	upstream	417	ARRB2
chr17	4613687	4614091	405	*	X0747	409	4613789	4624795	11007	+	0	overlapStart	0	ARRB2
chr17	4634925	4635089	165	*	X0748	400569	4634723	4636896	2174	+	0	inside	201	MED11
chr17	4871593	4871625	33	*	X0752	9552	4862521	4871132	8612	-	460	upstream	460	SPAG7
chr17	4891018	4891152	135	*	X0753	23125	4871287	4890960	19674	-	57	upstream	57	CAMTA2
chr17	4900854	4901033	180	*	X0754	10749	4901243	4931694	30452	+	209	upstream	209	KIF1C
chr17	4900854	4901033	180	*	X0754	388324	4891425	4900905	9481	-	0	overlapStart	0	INCA1
chr17	5185534	5185550	17	*	X0755	9135	5185558	5289132	103575	+	7	upstream	7	RABEP1
chr17	5389296	5389303	8	*	X0756	51009	5377613	5389494	11882	-	0	inside	190	DERL2
chr17	5389296	5389303	8	*	X0756	79003	5389694	5394130	4437	+	390	upstream	390	MIS12
chr17	5389409	5389507	99	*	X0757	51009	5377613	5389494	11882	-	0	overlapStart	0	DERL2
chr17	5389409	5389507	99	*	X0757	79003	5389694	5394130	4437	+	186	upstream	186	MIS12
chr17	5389719	5389738	20	*	X0758	51009	5377613	5389494	11882	-	224	upstream	224	DERL2
chr17	5389719	5389738	20	*	X0758	79003	5389694	5394130	4437	+	0	inside	24	MIS12
chr17	6938887	6938991	105	*	X0761	201232	6939394	6943440	4047	+	402	upstream	402	SLC16A13
chr17	6939127	6939218	92	*	X0762	201232	6939394	6943440	4047	+	175	upstream	175	SLC16A13
chr17	7137568	7137604	37	*	X0765	1856	7128661	7137863	9203	-	0	inside	258	DVL2
chr17	7137830	7138092	263	*	X0766	1856	7128661	7137863	9203	-	0	overlapStart	0	DVL2
chr17	7142828	7142869	42	*	X0767	79142	7138347	7142825	4479	-	2	upstream	2	PHF23
chr17	7145720	7145824	105	*	X0768	11337	7143738	7145753	2016	-	0	overlapStart	0	GABARAP
chr17	7155148	7155149	2	*	X0769	23399	7146906	7155259	8354	-	0	inside	109	CTDNEP1
chr17	7155148	7155149	2	*	X0769	23587	7155372	7163259	7888	+	222	upstream	222	ELP5
chr17	7155161	7155310	150	*	X0770	23399	7146906	7155259	8354	-	0	overlapStart	0	CTDNEP1
chr17	7155161	7155310	150	*	X0770	23587	7155372	7163259	7888	+	61	upstream	61	ELP5
chr17	7232525	7232629	105	*	X0772	84461	7215978	7232638	16661	-	0	inside	8	NEURL4
chr17	7254979	7255098	120	*	X0773	147040	7255208	7258262	3055	+	109	upstream	109	KCTD11
chr17	7297827	7297901	75	*	X0774	57048	7293047	7298162	5116	-	0	inside	260	PLSCR3
chr17	7307605	7307747	143	*	X0775	100529211	7293047	7307450	14404	-	154	upstream	154	TMEM256-PLSCR3
chr17	7307605	7307747	143	*	X0775	254863	7306293	7307450	1158	-	154	upstream	154	TMEM256
chr17	7307778	7307897	120	*	X0776	100529211	7293047	7307450	14404	-	327	upstream	327	TMEM256-PLSCR3
chr17	7307778	7307897	120	*	X0776	254863	7306293	7307450	1158	-	327	upstream	327	TMEM256
chr17	7387971	7387973	3	*	X0777	5430	7387698	7417935	30238	+	0	inside	272	POLR2A
chr17	7387971	7387973	3	*	X0777	57659	7362685	7387568	24884	-	402	upstream	402	ZBTB4
chr17	7476916	7477018	103	*	X0778	652965	7478031	7478165	135	+	1012	upstream	1012	SNORA48
chr17	7477079	7477126	48	*	X0779	652965	7478031	7478165	135	+	904	upstream	904	SNORA48
chr17	7477259	7477288	30	*	X0780	652965	7478031	7478165	135	+	742	upstream	742	SNORA48
chr17	7483034	7483084	51	*	X0781	968	7482805	7485429	2625	+	0	inside	228	CD68
chr17	7487024	7487158	135	*	X0782	9526	7486965	7496107	9143	+	0	inside	58	MPDU1
chr17	7518096	7518224	129	*	X0783	9513	7494548	7518215	23668	-	0	overlapStart	0	FXR2
chr17	7531110	7531159	50	*	X0784	112483	7529556	7531194	1639	-	0	inside	34	SAT2
chr17	7620935	7621017	83	*	X0785	146754	7621079	7737058	115980	+	61	upstream	61	DNAH2
chr17	7760476	7760685	210	*	X0792	124637	7761064	7765600	4537	+	378	upstream	378	CYB5D1
chr17	7835553	7835621	69	*	X0794	116840	7835442	7853237	17796	+	0	inside	110	CNTROB
chr17	7835553	7835621	69	*	X0794	58485	7833663	7835317	1655	-	235	upstream	235	TRAPPC1
chr17	8113663	8113737	75	*	X0796	9212	8108049	8113944	5896	-	0	inside	206	AURKB
chr17	8151374	8151493	120	*	X0797	5198	8152596	8173809	21214	+	1102	upstream	1102	PFAS
chr17	8151374	8151493	120	*	X0797	80169	8128139	8151413	23275	-	0	overlapStart	0	CTC1
chr17	8339045	8339070	26	*	X0798	81565	8339170	8371495	32326	+	99	upstream	99	NDEL1
chr17	13972555	13972610	56	*	X0799	100874058	13932609	13972775	40167	-	0	inside	164	COX10-AS1
chr17	13972555	13972610	56	*	X0799	1352	13972719	14111996	139278	+	108	upstream	108	COX10
chr17	16557155	16557220	66	*	X0800	57547	16524048	16557167	33120	-	0	overlapStart	0	ZNF624
chr17	16945400	16945516	117	*	X0801	23164	16946074	17095962	149889	+	557	upstream	557	MPRIP
chr17	17740270	17740404	135	*	X0806	6720	17714663	17740325	25663	-	0	overlapStart	0	SREBF1
chr17	17875569	17875788	220	*	X0808	146691	17746822	17875784	128963	-	0	overlapStart	0	TOM1L2
chr17	17875569	17875788	220	*	X0808	83450	17876127	17920189	44063	+	338	upstream	338	DRC3
chr17	17942842	17942882	41	*	X0809	79018	17942611	17971718	29108	+	0	inside	230	GID4
chr17	17942842	17942882	41	*	X0809	91647	17918373	17942480	24108	-	361	upstream	361	ATPAF2
chr17	18218337	18218456	120	*	X0812	140775	18218594	18231370	12777	+	137	upstream	137	SMCR8
chr17	18218337	18218456	120	*	X0812	7156	18177235	18218321	41087	-	15	upstream	15	TOP3A
chr17	19281023	19281247	225	*	X0816	27077	19240867	19281495	40629	-	0	inside	247	B9D1
chr17	19281023	19281247	225	*	X0816	5598	19281034	19286857	5824	+	0	overlapStart	0	MAPK7
chr17	19281902	19281946	45	*	X0817	27077	19240867	19281495	40629	-	406	upstream	406	B9D1
chr17	19881105	19881224	120	*	X0818	11216	19807765	19881169	73405	-	0	overlapStart	0	AKAP10
chr17	21187982	21188032	51	*	X0821	5606	21187968	21218551	30584	+	0	inside	13	MAP2K3
chr17	26220236	26220279	44	*	X0825	201229	26205340	26220409	15070	-	0	inside	129	LYRM9
chr17	26220236	26220279	44	*	X0825	4843	26083792	26220409	136618	-	0	inside	129	NOS2
chr17	27038564	27038611	48	*	X0829	147011	27030534	27038872	8339	-	0	inside	260	PROCA1
chr17	27054281	27054312	32	*	X0830	116238	27051366	27053949	2584	-	331	upstream	331	TLCD1
chr17	27054281	27054312	32	*	X0830	284086	27055832	27069784	13953	+	1519	upstream	1519	NEK8
chr17	27055609	27055647	39	*	X0831	116238	27051366	27053949	2584	-	1659	upstream	1659	TLCD1
chr17	27055609	27055647	39	*	X0831	284086	27055832	27069784	13953	+	184	upstream	184	NEK8
chr17	27055751	27055855	105	*	X0832	116238	27051366	27053949	2584	-	1801	upstream	1801	TLCD1
chr17	27055751	27055855	105	*	X0832	284086	27055832	27069784	13953	+	0	overlapStart	0	NEK8
chr17	27055886	27055975	90	*	X0833	116238	27051366	27053949	2584	-	1936	upstream	1936	TLCD1
chr17	27055886	27055975	90	*	X0833	284086	27055832	27069784	13953	+	0	inside	53	NEK8
chr17	27070500	27070589	90	*	X0834	9618	27071023	27077976	6954	+	433	upstream	433	TRAF4
chr17	27070920	27070927	8	*	X0835	9618	27071023	27077976	6954	+	95	upstream	95	TRAF4
chr17	27169612	27169654	43	*	X0838	55731	27082996	27169841	86846	-	0	inside	186	FAM222B
chr17	27224398	27224502	105	*	X0839	2319	27206357	27224715	18359	-	0	inside	212	FLOT2
chr17	27507154	27507188	35	*	X0841	399687	27400528	27507407	106880	-	0	inside	218	MYO18A
chr17	27717334	27717442	109	*	X0842	100616122	27717680	27717748	69	+	237	upstream	237	MIR4523
chr17	27717334	27717442	109	*	X0842	57551	27717943	27878921	160979	+	500	upstream	500	TAOK1
chr17	27895591	27895632	42	*	X0843	116236	27887689	27894042	6354	-	1548	upstream	1548	ABHD15
chr17	27895591	27895632	42	*	X0843	90313	27895739	27900175	4437	+	106	upstream	106	TP53I13
chr17	27895716	27895785	70	*	X0844	116236	27887689	27894042	6354	-	1673	upstream	1673	ABHD15
chr17	27895716	27895785	70	*	X0844	90313	27895739	27900175	4437	+	0	overlapStart	0	TP53I13
chr17	28257199	28257273	75	*	X0846	85464	27952965	28257018	304054	-	180	upstream	180	SSH2
chr17	28257404	28257431	28	*	X0847	85464	27952965	28257018	304054	-	385	upstream	385	SSH2
chr17	29151412	29151492	81	*	X0850	51379	29109702	29151778	42077	-	0	inside	285	CRLF3
chr17	29421730	29421803	74	*	X0851	100616266	29421368	29421443	76	-	286	upstream	286	MIR4733
chr17	29421730	29421803	74	*	X0851	4763	29421945	29708905	286961	+	141	upstream	141	NF1
chr17	29422002	29422036	35	*	X0852	100616266	29421368	29421443	76	-	558	upstream	558	MIR4733
chr17	29422002	29422036	35	*	X0852	4763	29421945	29708905	286961	+	0	inside	56	NF1
chr17	30334440	30334574	135	*	X0855	114659	30335037	30380519	45483	+	462	upstream	462	LRRC37B
chr17	30669021	30669050	30	*	X0857	64149	30655460	30669228	13769	-	0	inside	177	C17orf75
chr17	33416053	33416067	15	*	X0858	117584	33336131	33416348	80218	-	0	inside	280	RFFL
chr17	33416216	33416279	64	*	X0859	117584	33336131	33416348	80218	-	0	inside	68	RFFL
chr17	33569562	33569651	90	*	X0860	162394	33570086	33594761	24676	+	434	upstream	434	SLFN5
chr17	34900596	34900760	165	*	X0863	79893	34900737	34946276	45540	+	0	overlapStart	0	GGNBP2
chr17	34957990	34958079	90	*	X0866	79922	34958025	34965407	7383	+	0	overlapStart	0	MRM1
chr17	35767168	35767355	188	*	X0868	31	35441927	35766902	324976	-	265	upstream	265	ACACA
chr17	35767168	35767355	188	*	X0868	6871	35766977	35837226	70250	+	0	inside	190	TADA2A
chr17	35850062	35850191	130	*	X0869	11072	35849951	35873588	23638	+	0	inside	110	DUSP14
chr17	35969315	35969359	45	*	X0870	11276	35874900	35969486	94587	-	0	inside	126	SYNRG
chr17	36507951	36507960	10	*	X0872	30837	36508007	36561846	53840	+	46	upstream	46	SOCS7
chr17	36507976	36508020	45	*	X0873	30837	36508007	36561846	53840	+	0	overlapStart	0	SOCS7
chr17	36858635	36858664	30	*	X0874	100616203	36858515	36858584	70	-	50	upstream	50	MIR4734
chr17	36860255	36860389	135	*	X0875	100616203	36858515	36858584	70	-	1670	upstream	1670	MIR4734
chr17	36860255	36860389	135	*	X0875	4302	36861873	36886056	24184	+	1483	upstream	1483	MLLT6
chr17	36861438	36861452	15	*	X0876	4302	36861873	36886056	24184	+	420	upstream	420	MLLT6
chr17	36861528	36861657	130	*	X0877	4302	36861873	36886056	24184	+	215	upstream	215	MLLT6
chr17	36886605	36886735	131	*	X0878	284106	36886510	36891858	5349	+	0	inside	94	CISD3
chr17	36909098	36909122	25	*	X0879	5691	36909002	36920478	11477	+	0	inside	95	PSMB3
chr17	36955860	36955929	70	*	X0881	8396	36921944	36956158	34215	-	0	inside	228	PIP4K2B
chr17	37025918	37026034	117	*	X0882	3927	37026112	37078023	51912	+	77	upstream	77	LASP1
chr17	37026080	37026214	135	*	X0883	3927	37026112	37078023	51912	+	0	overlapStart	0	LASP1
chr17	37793413	37793487	75	*	X0884	10948	37793333	37820454	27122	+	0	inside	79	STARD3
chr17	37844064	37844146	83	*	X0885	2064	37844393	37884915	40523	+	246	upstream	246	ERBB2
chr17	37844064	37844146	83	*	X0885	93210	37827375	37844310	16936	-	0	inside	163	PGAP3
chr17	37886565	37886684	120	*	X0886	84299	37885409	37886788	1380	-	0	inside	103	MIEN1
chr17	38257108	38257265	158	*	X0891	9572	38249037	38256978	7942	-	129	upstream	129	NR1D1
chr17	38296466	38296507	42	*	X0892	22794	38296507	38328431	31925	+	0	overlapStart	0	CASC3
chr17	38296568	38296588	21	*	X0893	22794	38296507	38328431	31925	+	0	inside	60	CASC3
chr17	38375591	38375692	102	*	X0894	147179	38375574	38438439	62866	+	0	inside	16	WIPF2
chr17	39678079	39678227	149	*	X0896	3866	39669997	39678026	8030	-	52	upstream	52	KRT15
chr17	39686108	39686118	11	*	X0897	3880	39679869	39684641	4773	-	1466	upstream	1466	KRT19
chr17	40075531	40075650	120	*	X0901	47	40023179	40075272	52094	-	258	upstream	258	ACLY
chr17	40118630	40118662	33	*	X0902	1267	40118759	40129754	10996	+	96	upstream	96	CNP
chr17	40169316	40169323	8	*	X0903	28511	40169594	40177656	8063	+	270	upstream	270	NKIRAS2
chr17	40306912	40306990	79	*	X0904	5878	40276994	40307062	30069	-	0	inside	71	RAB5C
chr17	40714039	40714056	18	*	X0905	80347	40714092	40718299	4208	+	35	upstream	35	COASY
chr17	40829311	40829348	38	*	X0906	79990	40819932	40829048	9117	-	262	upstream	262	PLEKHH3
chr17	40828961	40829026	66	*	X0907	79990	40819932	40829048	9117	-	0	inside	21	PLEKHH3
chr17	40830339	40830473	135	*	X0908	79990	40819932	40829048	9117	-	1290	upstream	1290	PLEKHH3
chr17	40896817	40896885	69	*	X0909	2145	40852293	40897071	44779	-	0	inside	185	EZH1
chr17	41323318	41323400	83	*	X0910	672	41196312	41322420	126109	-	897	upstream	897	BRCA1
chr17	42148186	42148239	54	*	X0913	92579	42148098	42153712	5615	+	0	inside	87	G6PC3
chr17	42201089	42201132	44	*	X0915	10014	42154121	42201014	46894	-	74	upstream	74	HDAC5
chr17	42264052	42264141	90	*	X0917	339201	42253342	42264085	10744	-	0	overlapStart	0	ASB16-AS1
chr17	42264052	42264141	90	*	X0917	79089	42264354	42269099	4746	+	212	upstream	212	TMUB2
chr17	42264487	42264565	79	*	X0918	339201	42253342	42264085	10744	-	401	upstream	401	ASB16-AS1
chr17	42264487	42264565	79	*	X0918	79089	42264354	42269099	4746	+	0	inside	132	TMUB2
chr17	42277082	42277176	95	*	X0919	56970	42269173	42275529	6357	-	1552	upstream	1552	ATXN7L3
chr17	42277267	42277401	135	*	X0920	56970	42269173	42275529	6357	-	1737	upstream	1737	ATXN7L3
chr17	42277509	42277851	343	*	X0921	56970	42269173	42275529	6357	-	1979	upstream	1979	ATXN7L3
chr17	42580745	42580819	75	*	X0922	23131	42472645	42580957	108313	-	0	inside	137	GPATCH8
chr17	43025017	43025069	53	*	X0923	146909	43002079	43025079	23001	-	0	inside	9	KIF18B
chr17	43324875	43325009	135	*	X0928	100133991	43325303	43345997	20695	+	293	upstream	293	MAP3K14-AS1
chr17	43325460	43325551	92	*	X0929	100133991	43325303	43345997	20695	+	0	inside	156	MAP3K14-AS1
chr17	45726619	45726738	120	*	X0933	3837	45727204	45761004	33801	+	465	upstream	465	KPNB1
chr17	45726784	45726873	90	*	X0934	3837	45727204	45761004	33801	+	330	upstream	330	KPNB1
chr17	45726949	45727083	135	*	X0935	3837	45727204	45761004	33801	+	120	upstream	120	KPNB1
chr17	45727229	45727383	155	*	X0936	3837	45727204	45761004	33801	+	0	inside	24	KPNB1
chr17	45899132	45899236	105	*	X0939	114881	45884733	45899147	14415	-	0	overlapStart	0	OSBPL7
chr17	45909044	45909132	89	*	X0940	124995	45900638	45908907	8270	-	136	upstream	136	MRPL10
chr17	45909044	45909132	89	*	X0940	90506	45908993	45915079	6087	+	0	inside	50	LRRC46
chr17	46125793	46125805	13	*	X0942	4779	46125686	46138907	13222	+	0	inside	106	NFE2L1
chr17	46125851	46126046	196	*	X0943	4779	46125686	46138907	13222	+	0	inside	164	NFE2L1
chr17	46185200	46185304	105	*	X0945	29916	46184911	46200105	15195	+	0	inside	288	SNX11
chr17	46970219	46970273	55	*	X0946	516	46970148	46973232	3085	+	0	inside	70	ATP5MC1
chr17	47439579	47439713	135	*	X0947	22834	47366568	47439835	73268	-	0	inside	121	ZNF652
chr17	48944036	48944230	195	*	X0950	400604	48944040	48945732	1693	+	0	overlapStart	0	TOB1-AS1
chr17	48944951	48945055	105	*	X0951	10140	48939587	48945339	5753	-	0	inside	283	TOB1
chr17	48945371	48945373	3	*	X0952	10140	48939587	48945339	5753	-	31	upstream	31	TOB1
chr17	49198382	49198397	16	*	X0954	9043	49039535	49198226	158692	-	155	upstream	155	SPAG9
chr17	49198443	49198557	115	*	X0955	9043	49039535	49198226	158692	-	216	upstream	216	SPAG9
chr17	49337375	49337453	79	*	X0957	51096	49337897	49375292	37396	+	443	upstream	443	UTP18
chr17	49337375	49337453	79	*	X0957	54799	49254786	49337514	82729	-	0	inside	60	MBTD1
chr17	53499180	53499235	56	*	X0958	23531	53469974	53499341	29368	-	0	inside	105	MMD
chr17	54911192	54911356	165	*	X0959	339210	54869274	54911256	41983	-	0	overlapStart	0	C17orf67
chr17	54911192	54911356	165	*	X0959	8526	54911460	54946036	34577	+	103	upstream	103	DGKE
chr17	56595205	56595313	109	*	X0961	9110	56566893	56595251	28359	-	0	overlapStart	0	MTMR4
chr17	58469338	58469540	203	*	X0962	84669	58254691	58469586	214896	-	0	inside	45	USP32
chr17	60143397	60143441	45	*	X0963	9969	60019966	60142643	122678	-	753	upstream	753	MED13
chr17	61699732	61699816	85	*	X0965	4215	61699775	61773670	73896	+	0	overlapStart	0	MAP3K3
chr17	61819181	61819285	105	*	X0966	92335	61780192	61819330	39139	-	0	inside	44	STRADA
chr17	61904954	61905007	54	*	X0967	117246	61896793	61905031	8239	-	0	inside	23	FTSJ3
chr17	61904954	61905007	54	*	X0967	5705	61904770	61909387	4618	+	0	inside	183	PSMC5
chr17	62340483	62340505	23	*	X0968	55852	62224795	62340653	115859	-	0	inside	147	TEX2
chr17	62340566	62340634	69	*	X0969	55852	62224795	62340653	115859	-	0	inside	18	TEX2
chr17	62493212	62493297	86	*	X0970	11232	62473902	62493184	19283	-	27	upstream	27	POLG2
chr17	62915474	62915575	102	*	X0971	374819	62850488	62915586	65099	-	0	inside	10	LRRC37A3
chr17	62971713	62971832	120	*	X0972	201283	62962668	62971703	9036	-	9	upstream	9	AMZ2P1
chr17	63052809	63052988	180	*	X0973	10672	63005407	63052920	47514	-	0	overlapStart	0	GNA13
chr17	63053163	63053262	100	*	X0974	10672	63005407	63052920	47514	-	242	upstream	242	GNA13
chr17	65821665	65821684	20	*	X0975	2186	65821780	65980494	158715	+	95	upstream	95	BPTF
chr17	66097589	66097627	39	*	X0976	100499466	66097696	66132070	34375	+	68	upstream	68	LINC00674
chr17	66244060	66244164	105	*	X0977	51321	66244145	66253305	9161	+	0	overlapStart	0	AMZ2
chr17	66244210	66244356	147	*	X0978	51321	66244145	66253305	9161	+	0	inside	64	AMZ2
chr17	66453594	66453641	48	*	X0979	55062	66417422	66453653	36232	-	0	inside	11	WIPI1
chr17	71188910	71188937	28	*	X0980	9382	71189173	71204645	15473	+	235	upstream	235	COG1
chr17	72744418	72744491	74	*	X0982	100500847	72744752	72744838	87	+	260	upstream	260	MIR3615
chr17	72744418	72744491	74	*	X0982	9368	72744751	72765499	20749	+	259	upstream	259	SLC9A3R1
chr17	72772260	72772302	43	*	X0985	26151	72766686	72772470	5785	-	0	inside	167	NAT9
chr17	72772260	72772302	43	*	X0985	54868	72772622	72835922	63301	+	319	upstream	319	TMEM104
chr17	72772698	72772797	100	*	X0986	26151	72766686	72772470	5785	-	227	upstream	227	NAT9
chr17	72772698	72772797	100	*	X0986	54868	72772622	72835922	63301	+	0	inside	75	TMEM104
chr17	72869055	72869138	84	*	X0987	2232	72858619	72869156	10538	-	0	inside	17	FDXR
chr17	72983550	72983612	63	*	X0988	30850	72983727	73001892	18166	+	114	upstream	114	CDR2L
chr17	73178996	73179145	150	*	X0989	6613	73163825	73179098	15274	-	0	overlapStart	0	SUMO2
chr17	73780996	73781100	105	*	X0991	100616282	73780602	73780688	87	-	307	upstream	307	MIR4738
chr17	73780996	73781100	105	*	X0991	85451	73780920	73821886	40967	+	0	inside	75	UNK
chr17	73840607	73840623	17	*	X0992	201294	73823308	73840851	17544	-	0	inside	227	UNC13D
chr17	73840789	73840983	195	*	X0993	201294	73823308	73840851	17544	-	0	overlapStart	0	UNC13D
chr17	73975204	73975308	105	*	X0996	51	73937589	73975515	37927	-	0	inside	206	ACOX1
chr17	73975752	73975833	82	*	X0997	51	73937589	73975515	37927	-	236	upstream	236	ACOX1
chr17	74497689	74497813	125	*	X0998	79651	74466975	74497509	30535	-	179	upstream	179	RHBDF2
chr17	74722568	74722672	105	*	X0999	124512	74722912	74729962	7051	+	239	upstream	239	METTL23
chr17	74722568	74722672	105	*	X0999	23210	74708914	74722881	13968	-	0	inside	208	JMJD6
chr17	74722808	74722912	105	*	X1000	124512	74722912	74729962	7051	+	0	overlapStart	0	METTL23
chr17	74722808	74722912	105	*	X1000	23210	74708914	74722881	13968	-	0	overlapStart	0	JMJD6
chr17	74723048	74723050	3	*	X1001	124512	74722912	74729962	7051	+	0	inside	135	METTL23
chr17	74723048	74723050	3	*	X1001	23210	74708914	74722881	13968	-	166	upstream	166	JMJD6
chr17	75277637	75277661	25	*	X1006	10801	75277492	75496678	219187	+	0	inside	144	SEPTIN9
chr17	76164438	76164467	30	*	X1008	9144	76164671	76169009	4339	+	203	upstream	203	SYNGR2
